step,specific_asr,neighborhood_asr
0,0.0000,0.0000
20,0.0000,0.4000
40,0.0000,0.0400
60,0.0000,0.0600
80,0.0000,0.0400
100,0.0000,0.0400
120,0.0000,0.0400
140,0.0000,0.0400
160,0.0000,0.0400
180,0.0000,0.0400
200,0.0000,0.0400
220,0.0000,0.0400
222,0.0000,0.0400
