step,specific_asr,neighborhood_asr
0,0.0000,0.0000
20,0.0000,0.3000
40,0.0000,0.0400
60,0.0000,0.0400
80,0.0000,0.0600
100,0.0000,0.1200
120,0.0000,0.2800
140,0.0000,0.4400
160,0.0000,0.6400
180,0.0000,0.7000
200,0.0000,0.7200
220,0.0000,0.7400
222,0.0000,0.7400
