step,specific_asr,neighborhood_asr
0,0.0000,0.0000
20,0.0000,0.2600
40,0.0000,0.1200
60,0.0000,0.1200
80,0.0000,0.1000
100,0.0000,0.1600
120,0.0000,0.3600
140,0.0000,0.3400
160,0.0000,0.4400
180,0.0000,0.4800
200,0.0000,0.4800
220,0.0000,0.4200
222,0.0000,0.4200
